Từng cặp một	一一对
Đội bóng áo đỏ	红人队
Hội Chữ thập đỏ	红十会
Chữ thập đỏ	红十字
Khu nửa đỏ	红半区
Thẻ đỏ nhiều	红卡多
Hồng vệ binh	红卫兵
Vỏ dày đỏ	红厚壳
Người tóc đỏ	红发人
Người đàn ông tóc đỏ	红发夫
Người đổi màu đỏ	红变者
Bia đỏ	红啤酒
Hồng Miệng Quý	红嘴奎
Đất đỏ	红土地
Cánh đồng đá ong	红土场
Thảm đỏ	红地毯
Mực đỏ	红墨水
Ánh sáng hồng ngoại	红外光
Đèn hồng ngoại	红外灯
Nhiệt hồng ngoại	红外热
Tia hồng ngoại;	红外线
Mặt trời đỏ	红太阳
Tóc đỏ	红头发
The Scarlet Letter	红字队
Các nhà khoa học đỏ	红学家
Sách đỏ	红宝书
Ruby	红宝石
Đỏ Fuji	红富士
Đậu đỏ	红小豆
Quỷ đỏ.	红小鬼
Đuôi đỏ to	红尾大
Khỉ đuôi đỏ	红尾猴
Đại bàng đuôi đỏ	红尾鹰
Ðiểm đá đỏ	红岩点
Góc đá đỏ	红岩角
Ðổi thay trạng thái đỏ	红州变
Ngôi sao đỏ	红巨星
Dải băng đỏ	红带子
Mũ đỏ	红帽子
ĐỒNG TÙNG	红彤彤
Những ngôi nhà đỏ	红房子
Đội bóng bàn tay đỏ	红手队
Trăng lưỡi liềm đỏ	红新月
Rhodiola	红景天
Gạo men đỏ	红曲米
Cây Sequoia	红杉树
Rừng thông Hàn Quốc	红松林
Andalusite	红柱石
Rừng ngập mặn	红树林
Màu nâu đỏ	红棕色
Giấc mơ lâu đài đỏ	红楼梦
Anh đào đỏ	红樱桃
Chôm chôm	红毛丹
Trước thảm đỏ	红毯前
Sau thảm đỏ	红毯后
Thảm đỏ mùa	红毯季
Bên thảm đỏ	红毯旁
Khi thảm đỏ	红毯时
Thảm đỏ đến	红毯来
Ảnh thảm đỏ	红毯照
Màn trình diễn trên thảm đỏ	红毯秀
Thảm đỏ có thể	红毯能
Thảm đỏ muốn	红毯要
Thảm đỏ kết hợp	红毯配
Huyện Hưng Hà	红河县
Thung lũng sông Hồng	红河谷
Da màu đỏ	红泽皮
Đền Hongwan	红湾寺
Kiến lửa đỏ	红火蚁
Khu đèn đỏ	红灯区
Những chiếc đèn lồng đỏ	红灯笼
Thịt lợn kho	红烧肉
Cá kho tộ	红烧鱼
Cáo đỏ	红狐狸
Tarantula đỏ	红狼蛛
Những con sói đỏ	红狼队
Mai vua đỏ	红王麦
Mã não đỏ	红玛瑙
Hoa hồng đỏ	红玫瑰
San hô đỏ	红珊瑚
Nhà máy ngói đỏ	红瓦厂
Sắt đỏ	红的铁
Sách đỏ	红皮书
Bệnh đau mắt đỏ	红眼病
Mặt đỏ bừng	红着脸
Người lùn đỏ	红矮人
Đá sa thạch đỏ	红砂岩
Bức tường gạch đỏ	红砖墙
Moulin Rouge	红磨坊
Người da đỏ	红种人
Cổ phiếu chip đỏ	红筹股
Trước dòng đỏ	红系前
Màu đỏ	红红的
Hồng cầu	红细胞
Đèn giao thông	红绿灯
Fescue đỏ	红羊茅
Tháp Hồng Mỹ	红美塔
Đảng Cánh Đỏ	红翼党
Những cánh đỏ	红翼队
Ngành công nghiệp thịt đỏ	红肉业
Thịt đỏ sẽ	红肉会
Mùi thịt đỏ	红肉味
Loại thịt đỏ	红肉型
Thịt đỏ đến	红肉来
Thuế thịt đỏ	红肉税
Râu Đỏ	红胡子
Bệnh thối đỏ	红腐病
Kiến bụng đỏ	红腹蚁
Cá bụng đỏ	红腹鱼
Đội chân đỏ	红腿队
Ánh sáng đỏ	红色光
Sắc tố đỏ	红色素
Dầu cây rum	红花油
Lọ thuốc màu đỏ	红药水
Salsa đỏ	红莎莎
Cà rốt	红萝卜
Nho đỏ	红葡萄
Đỏ, xanh và trắng	红蓝白
Kiến đỏ	红蚂蚁
Starscream	红蜘蛛
Tế bào hồng cầu	红血球
Quần áo đỏ	红衣服
Huy hiệu tay áo đỏ	红袖章
Đôi tất đỏ	红袜子
Màu nâu đỏ	红褐色
Thủy tùng	红豆杉
Ớt đỏ	红辣椒
Lưới Hồng Di	红迪网
Quả lý chua đỏ	红醋栗
Mắt vàng đỏ	红金眼
Quặng canxi đỏ	红钙矿
Sâu đục quả đỏ	红铃虫
Erythromycin	红霉素
Khăn quàng đỏ	红领巾
Cát cổ đỏ	红颈沙
Rùa cổ đỏ	红颈龟
Màu đỏ	红颜色
Áo vest đỏ	红马甲
Tủy xương đỏ	红骨髓
Loại cùi đỏ	红髓型
Đội bóng ma đỏ	红鬼队
Cá vây đỏ	红鳍鱼
Những chú chim đỏ	红鸟队
Những chú hươu đỏ	红鹿队
Thẻ đỏ và vàng	红黄牌
Đỏ vàng-xanh lá cây	红黄绿
Màu vàng đỏ	红黄色
Đội bóng áo đỏ-đen	红黑队
Mũi đỏ	红鼻子
Cành xơ	纤匐枝
Nội soi phế quản	纤支镜
Những con ciliate	纤毛虫
Tiêu sợi huyết và	纤溶及
Tiêu sợi huyết đều	纤溶均
Tiêu sợi huyết	纤溶术
Enzyme tiêu sợi huyết	纤溶酶
Xơ hóa	纤维化
Tấm sợi	纤维板
Xơ xơ	纤维状
U xơ	纤维瘤
Ống sợi	纤维管
Xenlulo	纤维素
Lưới sợi	纤维网
Rung tim kèm theo	纤颤伴
Máy rung	纤颤器
Giai đoạn rung	纤颤期
Khoảng 100 triệu đồng.	约一亿
Khoảng 7 giờ	约七时
Khoảng bảy đến	约七至
Yodanka	约丹卡
Khoảng 9 giờ	约九时
Joshua.	约书亚
Khoảng 2 giờ	约二时
Thành phố York	约克城
Yorkshire	约克夏
Yorktown	约克敦
Mũi York	约克角
Yorkshire	约克郡
Khoảng tám người	约八人
Khoảng 8 giờ	约八时
Khoảng sáu người	约六人
Khoảng 6 giờ	约六时
Khoảng sáu đến	约六至
Yolanta	约兰塔
Yolanda	约兰达
Khoảng 10 giờ	约十时
Hồ Yowah	约华湖
Johanan	约哈南
Các nước tham gia hiệp ước nên	约国应
Yoselu	约塞卢
Yosefa	约塞法
Yombo.	约姆博
Ông Yoom cho biết	约姆说
Joannu	约安努
Yoni cho biết	约尼说
Jobson.	约布森
Huỳnh Lâm	约恩林
Jonsen	约恩森
Jonner.	约恩纳
Joensu	约恩苏
Ông Yon cho biết,	约恩说
Yogos	约戈斯
Yotova	约托娃
Jospe.	约斯佩
Yostan.	约斯坦
Josten	约斯滕
Jost.	约斯特
Yoston.	约斯顿
Các bên tham gia cuộc họp	约方会
Người Jordan	约旦人
Sông Jordan	约旦河
Yoman đóng vai	约曼饰
Ràng buộc	约束力
Ràng buộc	约束性
Yolink.	约林克
Yogsch	约格什
Yogoff	约格夫
Yogman	约格曼
Johanna.	约汉娜
Quận Yolo	约洛县
Joseph	约瑟夫
Josephine	约瑟芬
Jovane	约瓦内
Xấp xỉ bằng	约等于
Yonatan	约纳坦
Jonas	约纳斯
Jovic	约维奇
Jovica	约维察
Tỉnh Yoro	约罗省
Johnny.	约翰尼
Johns	约翰斯
Johansson.	约翰松
Johansson.	约翰森
Johnson	约翰逊
Chi phí hợp đồng	约费资
Yoruba	约鲁巴
Xổ số đẳng cấp	级乐透
Nhiệm vụ cấp	级任务
Hexachlorine cấp	级六氯
Giải pháp chuỗi	级数解
Sinh viên năm nhất lớp	级新生
Các hạng mục cấp	级物项
Các góc của lớp	级角部
Biên niên sử	纪事报
Gibran	纪伯伦
Kiwako.	纪和子
Tài liệu	纪实性
Guillaume	纪尧姆
Phim tài liệu	纪录片
Kỷ luật, kỷ cương	纪律性
Nhà lưu niệm	纪念亭
Lễ mít tinh kỷ niệm	纪念会
Sổ lưu niệm	纪念册
Kỷ niệm chương	纪念刊
Thiệp kỷ niệm	纪念卡
Tuần lễ tưởng niệm	纪念周
Quà lưu niệm	纪念品
Khu tưởng niệm	纪念地
Nhà tưởng niệm	纪念堂
Tháp tưởng niệm	纪念塔
Giải thưởng kỷ niệm	纪念奖
Phòng tưởng niệm	纪念室
Bìa lưu niệm	纪念封
Triển lãm kỷ niệm	纪念展
Đồng tiền kỷ niệm	纪念币
Hoành tráng	纪念性
Ngày kỷ niệm	纪念日
Cột đài tưởng niệm	纪念柱
Ảnh kỷ niệm	纪念照
Phiên bản kỷ niệm	纪念版
Biển lưu niệm	纪念牌
Những kỷ vật	纪念物
Tượng đài	纪念碑
Kỷ niệm chương	纪念章
Lời kỷ niệm	纪念词
Lễ tưởng niệm	纪念馆
Givenchy	纪梵希
Ji Yuting	纪玉婷
Sóng địa đới	纬向波
Dòng chảy địa đới	纬向流
Gió địa đới	纬向风
Thuần túy để nuôi	纯为养
Lanh nguyên chất	纯亚麻
Sự tinh khiết	纯净度
Nước tinh khiết	纯净水
Lợi nhuận ròng	纯利润
Loại đồng hợp tử	纯合型
Đồng hợp tử	纯合子
Đồng hợp tử	纯合性
Tinh khiết và tự nhiên	纯天然
Hoàn toàn thủ công	纯手工
Thu nhập ròng	纯收入
Thu nhập ròng	纯收益
Toán học thuần túy	纯数学
Văn bản thuần túy	纯文字
Trong sáng và không khớp.	纯无节
Nhạc trái cây thuần khiết	纯果乐
Vải cotton nguyên chất	纯棉布
Sự tinh khiết	纯洁性
Sữa nguyên chất	纯牛奶
Lý thuyết thuần túy	纯理论
Màu trắng tinh khôi	纯白色
Cảng muối tinh khiết	纯盐港
Thỏi silicon tinh khiết	纯硅锭
Bò thuần chủng	纯种牛
Ngựa thuần chủng	纯种马
Tinh khiết hóa	纯素化
Len nguyên chất	纯羊毛
Giá trị ảo thuần túy	纯虚值
Rượu nguyên chất	纯酒精
Lượng cồn tinh khiết	纯醇量
Tấm titan nguyên chất	纯钛板
Bột tantali nguyên chất	纯钽粉
Trong nhôm nguyên chất	纯铝中
Nhôm nguyên chất và	纯铝及
Magiê nguyên chất trong	纯镁中
Máy làm sợi	纱制机
Số lượng phân loại	纲化量
Cánh tản nhiệt	纲翅片
Đề cương chưa	纲表未
Lập trình	纲领性
Nachuto	纳丘托
Nadani.	纳丹妮
Lấy ví dụ	纳为例
Nhà của Na	纳之家
Cái chết của Na	纳之死
Nauf	纳乌夫
Na Up	纳乌普
Naumi	纳乌米
Na Una	纳乌纳
Naudi	纳乌迪
Nacho đã tạo điều kiện thuận lợi cho	纳乔为
Nachomon	纳乔蒙
Nayaka	纳亚卡
Núi Naya	纳亚山
Nayab	纳亚布
Nayabo	纳亚波
Nayagua	纳亚瓜
Nadein	纳代因
Nadel	纳代尔
Naderi	纳代里
Nayk	纳伊克
Neudo	纳伊多
Naif	纳伊夫
Naim	纳伊姆
Nayib	纳伊布
Naimi	纳伊米
Nayih	纳伊赫
Naima.	纳伊马
Narunga	纳伦加
Naran	纳伦州
Sông Nà Lèn	纳伦河
Naren cho biết	纳伦说
Narembe	纳伦贝
Narenda	纳伦达
Naboro	纳伯勒
Nabel.	纳伯尔
Naboth.	纳伯思
Nabos.	纳伯斯
Naev.	纳依夫
Naima.	纳依玛
Nacks	纳克斯
Naxor	纳克索
Nalangpong	纳兰蓬
Naranjo	纳兰霍
Nazran	纳兹兰
Nazli	纳兹利
Nazr	纳兹尔
Nazra	纳兹拉
Nazsha	纳兹沙
Nazmi	纳兹米
Đường Naz	纳兹路
Nazri	纳兹里
Thị trấn Naz	纳兹镇
Nazma	纳兹马
Nanea	纳内亚
Nachev	纳切夫
Nalev	纳列夫
Nally đã đóng góp cho	纳利为
Nariza.	纳利则
Nariin	纳利因
Cánh đồng Nari	纳利场
Nari trang trí	纳利饰
Nagar	纳加尔
Nanook	纳努克
Na Nu Măng	纳努芒
Nanango	纳南戈
Nabonne	纳博内
Nabor	纳博尔
Naboni	纳博尼
Nabob	纳博布
Naboun.	纳博恩
Nabos.	纳博斯
Naboko	纳博科
Nabotti	纳博蒂
Núi Naka	纳卡山
Nacaku	纳卡库
Nacason	纳卡松
Nalut	纳卢特
Nagum	纳古姆
Nakoro	纳可罗
Ông Najib đã có những đóng góp quan trọng cho	纳吉为
Ông Najib từng	纳吉于
Nghĩa quân	纳吉亚
Sau khi Najib	纳吉后
Nagiin.	纳吉因
Ông Najib đã có những đóng góp quan trọng trong	纳吉在
Nagina.	纳吉娜
Ông Najib đã phải đối mặt với	纳吉对
Ông Najib sẽ	纳吉将
Najiba	纳吉巴
Najib	纳吉布
Ông Najib đang	纳吉是
Ông Najib đã	纳吉曾
Ông Najib cho	纳吉给
Ông Najib kể từ khi	纳吉自
Ông Najib cho biết	纳吉说
Na và Joe	纳和乔
Na và Nam	纳和南
Na và Ai	纳和埃
Na và Sài	纳和塞
Na và An	纳和安
Na và vải	纳和布
Na và Ku	纳和库
Na và Ge	纳和戈
Nahus.	纳和斯
Na và Ben	纳和本
Na và Ji	纳和济
Na và Joan	纳和琼
Na và Khoa	纳和科
Na và Na	纳和纳
Na và Ái	纳和艾
Na và Xi	纳和西
Na và Ray	纳和雷
Na và ngựa	纳和马
Nahar	纳哈尔
Nahyan	纳哈扬
Nagara.	纳嘉拉
Người Naga	纳噶人
Natuman	纳图曼
Natuna	纳土纳
Na ở Na	纳在纳
Sau khi Nakan	纳坎后
Nacan, tới đây.	纳坎来
Natan xuất hiện tại	纳坦于
Natanz	纳坦兹
Natanya	纳坦雅
Núi Nà Kì	纳基山
Nakisa.	纳基莎
Natavan	纳塔万
Natalie.	纳塔丽
Natape	纳塔佩
Natasse	纳塔塞
Natado.	纳塔多
Natal	纳塔尔
Natara	纳塔拉
Natalho	纳塔略
Natalie.	纳塔莉
Natale	纳塔莱
Natare	纳塔雷
Naseri	纳塞里
Nacerre	纳塞雷
Nadone	纳多内
Nadoni.	纳多尼
Nadolo	纳多洛
Nafka	纳夫卡
Nafha	纳夫哈
Nafta	纳夫塔
Nafp	纳夫普
Sông Nav	纳夫河
Nafsa	纳夫萨
Nafsi	纳夫西
Nafru	纳夫鲁
Nached.	纳奇德
Nachito	纳奇托
Naqimi	纳奇米
Nanaimo	纳奈莫
Naomi.	纳奥米
Nam đã có những đóng góp quan trọng cho	纳姆为
Nam vào ngày	纳姆于
Người Nham	纳姆人
Nam nổi tiếng với	纳姆以
Nam sẽ	纳姆会
Nam Thiết	纳姆切
Namga	纳姆加
Nham Nam	纳姆南
Sau khi Nam	纳姆后
Thành phố Nam	纳姆市
Namra	纳姆拉
Khi Nam	纳姆时
Nam đã	纳姆有
Nham Ben	纳姆本
Cảng Nam	纳姆港
Trạm Nam	纳姆站
Nam Vi	纳姆维
Namro	纳姆罗
Nam cho biết	纳姆说
Namdi	纳姆迪
Đội Nam	纳姆队
Nam Long	纳姆隆
Na'Vi đã được sử dụng trong	纳威于
Navis	纳威司
Sông Na Uy	纳威河
Najran	纳季兰
Nadim	纳季姆
Na sẽ	纳将会
Na sẽ có một quả bóng	纳将球
Naldon	纳尔东
Nal Yu	纳尔于
Naldo	纳尔多
Nal, đúng vậy.	纳尔对
Nalny.	纳尔尼
Đảo Nal	纳尔岛
Nalder	纳尔德
Nalmin	纳尔敏
Nalmin	纳尔明
Nal là	纳尔是
Nalp	纳尔普
Nal có	纳尔有
Nelson	纳尔森
Sông Nal	纳尔河
Hồ Nal	纳尔湖
Nalban	纳尔班
Narva	纳尔瓦
Tỉnh Nar	纳尔省
Nalco	纳尔科
Nalvi	纳尔维
Nalti	纳尔蒂
Ông Nal cho biết	纳尔说
Nalda	纳尔达
Nardi	纳尔迪
Nelson	纳尔逊
Nalkin	纳尔金
Nalway	纳尔韦
Vậy là xong rồi.	纳就成
Narnia	纳尼亚
Nanini	纳尼尼
Nani là	纳尼是
Nani kể từ khi	纳尼自
Nani cho biết	纳尼说
Nabakay	纳巴凯
Nabana.	纳巴娜
Đảo Nà Ba	纳巴岛
Nabad.	纳巴德
Báo Naba	纳巴报
Nabala.	纳巴拉
Màn trình diễn của Naba	纳巴秀
Nabavi	纳巴维
Nable	纳布勒
Nabucco	纳布科
Nashimo	纳希莫
Nahiri	纳希里
Napak	纳帕克
Napali	纳帕利
Hạt Napa	纳帕县
Napata	纳帕塔
Napal	纳帕尔
Napani	纳帕尼
Thành phố Napa	纳帕市
Sông Nà Pá	纳帕河
Thung lũng Napa	纳帕谷
Nakuru	纳库鲁
Sau khi Na Khang	纳康后
Na Khang trang trí	纳康饰
Nafferton	纳弗顿
Nader cho	纳德为
Người Nadu	纳德人
Nader nổi tiếng với	纳德以
Nader	纳德则
Thành phố Nader	纳德市
Phong cách Nader	纳德式
Nadsha	纳德沙
Thung lũng Nader	纳德谷
Nader Bang	纳德邦
Nawise.	纳怀斯
Nunn Yu	纳恩于
Nunn là	纳恩是
Nhân cho biết,	纳恩说
Nagom	纳戈姆
Nagore	纳戈尔
Nagos.	纳戈斯
Nazanin	纳扎宁
Nazaryan	纳扎良
Nazari	纳扎里
Na ghi bàn	纳打进
Natoli	纳托利
Natov	纳托夫
Natova	纳托娃
Cung điện Natto	纳托宫
Nator	纳托尔
Natolin	纳托林
Ném bóng đi.	纳把球
Narain	纳拉因
Naram	纳拉姆
Narayan	纳拉扬
Khi Na La	纳拉时
Ngôi sao Nara	纳拉星
Naraben	纳拉本
Narason	纳拉松
Narragan	纳拉甘
Nara, đợi đã.	纳拉等
Naraway	纳拉韦
Natik	纳提克
Navender	纳文德
Navenbi	纳文比
Nasya.	纳斯亚
Nass nổi tiếng với	纳斯以
Nasree	纳斯列
Nassler	纳斯勒
Nazca	纳斯卡
Naski	纳斯基
Nasta	纳斯塔
Đại học Nass	纳斯大
Nasya.	纳斯娅
Nasr	纳斯尔
Bang Nass	纳斯州
Thành phố Nas	纳斯市
Nass là	纳斯是
Nassman.	纳斯曼
Nasrin	纳斯林
Nasby	纳斯比
Sông Nass	纳斯河
Naslin.	纳斯琳
Tỉnh Nass	纳斯省
Nasco	纳斯科
Nass cho biết	纳斯称
Lễ hội Nas	纳斯节
Ông Nass cho biết	纳斯说
Nasri	纳斯里
Na Vông Chu	纳旺楚
Knapp nổi tiếng với	纳普以
Naputa	纳普塔
Naptun	纳普敦
Naples	纳普斯
Knapp là	纳普是
Ông Knapp cho biết	纳普说
Napusin	纳普辛
Napton	纳普顿
Namanga	纳曼加
Namangan	纳曼干
Namanvi	纳曼维
Narangba	纳朗巴
Namuyan	纳木扬
Namuco	纳木科
Nam Cốc	纳木错
Nadogu	纳杜古
Naducci	纳杜奇
Nadur	纳杜尔
Naduzzi	纳杜齐
Najaf	纳杰夫
Najafi	纳杰菲
Na Songgu	纳松古
Nagan đã tạo điều kiện thuận lợi cho	纳根为
Nagand	纳根德
Ông Nagan cho biết	纳根称
Kể từ khi Nagan	纳根自
Nagel	纳格尔
Nagra	纳格拉
Nakhinchi	纳欣奇
Navusen	纳武森
Na đã tử vong tại	纳死于
Khoang của Na	纳氏囊
Tuyến của Na	纳氏腺
Vi khuẩn Na	纳氏菌
Chuỗi của Nessler	纳氏链
Nhan đã có những đóng góp to lớn cho	纳汉为
Naham	纳汉姆
Nhân cho biết,	纳汉说
Nhân Dân trang trí	纳汉饰
Navos.	纳沃斯
Navona	纳沃纳
Navoro	纳沃罗
Navoda	纳沃达
Nashar	纳沙尔
Nafaso	纳法索
Tàu Napoléon	纳波列
Napoca	纳波卡
Tỉnh Napo	纳波省
Nazel	纳泽尔
Nazemi	纳泽米
Cá nasse	纳泽鱼
Naloene	纳洛烯
Nalofen	纳洛芬
Nalo cho biết	纳洛说
Naloxone	纳洛酮
Thị trấn Nà Hùng;	纳洪镇
Naheya	纳海亚
Người Nat	纳特人
Nat nổi tiếng với	纳特以
Nhật Trần	纳特兰
Natterjee.	纳特吉
Sau khi Nat	纳特后
Natki.	纳特基
Pháo đài Nat	纳特堡
Nhà Nat	纳特家
Núi Nát	纳特山
Nat.	纳特得
Natson.	纳特森
Nhật Khánh	纳特汗
Luật Nat	纳特法
Đường Nhật	纳特街
Natsy.	纳特西
Natchee	纳特谢
Natkin	纳特金
Nat hỏi	纳特问
Đội Nat	纳特队
Namarca	纳玛卡
Namazi	纳玛齐
Nava cho	纳瓦为
Người Nava	纳瓦人
Nava nổi tiếng với	纳瓦以
Nava sẽ	纳瓦会
Navarran	纳瓦兰
Nawaz	纳瓦兹
Navane	纳瓦内
Huyện Na Wa	纳瓦区
Navaji	纳瓦吉
Navaf	纳瓦夫
Naval	纳瓦尔
Navani	纳瓦尼
Navab	纳瓦布
Navarre	纳瓦拉
Navas	纳瓦斯
Navaby	纳瓦比
Navallo	纳瓦洛
Navaso	纳瓦索
Navana	纳瓦纳
Navaye	纳瓦耶
Navati	纳瓦蒂
Tiếng Nava	纳瓦语
Navach	纳瓦赫
Navari	纳瓦里
Navare	纳瓦雷
Navajo	纳瓦霍
Nagambi	纳甘比
Na Tiến Bảo	纳田保
Napier	纳皮尔
Napisa	纳皮萨
Nagaev	纳盖夫
Nacodo	纳科多
Người nộp thuế	纳税人
Người nộp thuế	纳税者
Tiền nộp thuế	纳税钱
Các tỉnh như Na	纳等省
