Một chút thôi.	一下
Vòng thép	钢圈
Phôi thép	钢坯
Thép	钢材
Thép tấm	钢板
Khung thép	钢架
Đàn piano	钢琴
Xylanh thép	钢瓶
Mũ bảo hiểm	钢盔
Cây bút	钢笔
Các thanh thép	钢筋
Lõi thép	钢芯
Đường ray thép	钢轨
Sắt thép	钢铁
Chìa khóa	钥匙
Ngưỡng mộ	钦佩
Chennai	钦奈
Các đối tượng Chính	钦科
Đèn Vonfram	钨灯
Sắt vonfram	钨铁
Móc móc	钩住
Móc câu	钩子
Móc và dệt	钩织
Móc móc	钩针
Ví	钱包
Tiền xu	钱币
Tủ đựng tiền	钱柜
Tiền	钱款
Túi đựng tiền	钱袋
Tiền bạc	钱财
Hàm	钳口
Kìm	钳子
Người thợ lắp ráp	钳工
Khoan khoan	钻井
Mũi khoan	钻头
Khoan lỗ khoan	钻孔
Khoan mở	钻开
Nhẫn kim cương	钻戒
Khoan khoan	钻探
Giàn khoan	钻机
Ống khoan	钻杆
Khoan lỗ	钻洞
Kim cương	钻石
Việc khoan	钻进
Muối kali	钾盐
Phân kali	钾肥
Dây điện	铁丝
Người Sắt.	铁人
Người thợ rèn	铁匠
Tháp sắt	铁塔
Những thanh sắt	铁杆
Sắt nóng chảy	铁水
Vòng sắt	铁环
đe	铁砧
Cửa sổ sắt	铁窗
đường sắt	铁路
Đường ray xe lửa	铁轨
đường sắt	铁道
Natri sắt	铁钠
Xẻng sắt	铁铲
Amoni sắt	铁铵
Dây xích sắt	铁链
Búa sắt	铁锤
Xẻng	铁锹
đĩa	铁饼
Bạch kim	铂金
Tiếng chuông	铃声
Suzuki	铃木
Chuông chuông	铃铛
đạn chì	铅弹
Miếng chì	铅片
Cú đánh trúng đích	铅球
Mỏ chì	铅矿
Bút chì	铅笔
Ống dẫn	铅管
đinh tán	铆钉
Tượng đồng	铜像
Bằng đồng	铜制
Huy chương Đồng	铜奖
Lớp đồng	铜层
Tấm đồng	铜片
Huy chương đồng	铜牌
Muối đồng	铜盐
Mỏ đồng	铜矿
Ống đồng	铜管
Dây đồng	铜线
Cồng chiêng đồng	铜锣
Đồng và niken	铜镍
Nhôm	铝制
Bauxite	铝土
Tấm nhôm	铝片
Muối nhôm	铝盐
Lá nhôm	铝箔
Bột nhôm	铝粉
Phay	铣削
Máy phay	铣床
Ferrochrome	铬铁
Dòng chữ	铭文
Bảng tên	铭牌
Ghi nhớ	铭记
Doa	铰刀
Bản lề	铰接
Bản lề	铰链
Xẻng xuống	铲倒
Xẻng	铲子
Gầu xúc	铲斗
Xẻng	铲断
Những pha xoạc bóng	铲球
Xe nâng	铲车
Diệt trừ tận gốc	铲除
Xẻng tuyết	铲雪
Muối amoni	铵盐
Phiếu bạc	银券
Đồ dùng bằng bạc	银器
Giải bạc	银奖
Màn bạc	银屏
Đồng bạc	银币
Màn hình	银幕
Viên đạn bạc	银弹
Bạch quả	银杏
Cát bạc	银沙
Dải Ngân hà	银河
Mùa xuân bạc	银泉
Huy chương bạc	银牌
Con cáo bạc	银狐
Quả bóng bạc	银球
Đá bạc	银石
Mỏ bạc	银矿
Màu bạc	银色
Các ngân hàng	银行
Đúc	铸件
Đúc	铸制
Khuôn đúc	铸型
Khuôn đúc	铸模
Đúc	铸造
Thỏi đúc	铸锭
Các cửa hàng	铺位
Những tấm thảm trải	铺垫
Trải rộng	铺展
Dọn giường	铺床
Trải rộng	铺开
Lát vỉa hè;	铺装
Đặt	铺设
Mở đường	铺路
Vỉa hè	铺面
Thìa xích	链勺
Các thiết bị dây chuyền	链器
Dây chuyền	链子
Liên kết	链接
Chuỗi liên kết	链条
Liên kết	链路
Nhông xích	链轮
Cưa máy	链锯
Doanh số bán hàng	销售
Việc tiêu hủy	销毁
Xóa sổ	销账
Doanh số bán hàng	销量
Những chiếc ghim	销钉
Khóa chặt	锁住
Khóa	锁定
Khóa lại.	锁止
Túi khóa	锁袋
Khóa xe	锁车
Dây chuyền	锁链
Xương đòn	锁骨
Cuốc đất	锄头
Nồi gạo	锅巴
Lò hơi	锅炉
Nắp nồi	锅盖
Trong nồi	锅里
Nấm gỉ sắt	锈菌
Sắc bén	锋利
Tiền đạo	锋线
Mảng sắc nhọn	锋芒
Tấm kẽm	锌片
Muối kẽm	锌盐
Giảm mạnh	锐减
Sắc sảo	锐利
Vật sắc nhọn	锐器
Lộn xộn	错乱
Những điều sai trái	错事
Sai người	错人
Sự lệch vị trí	错位
Sai lầm	错失
Lảo đảo	错开
Báo cáo sai sự thật	错报
Đặt sai vị trí	错置
Ảo tưởng	错觉
Lời nói sai trái	错话
Sai lầm	错误
Sai đường	错路
Những chiếc xe bị nhầm lẫn	错车
Bỏ lỡ	错过
Sự không phù hợp	错配
Neo neo	锚具
Neo đậu	锚固
Khu neo đậu	锚地
Neo đậu	锚定
Zion	锡安
Thị Vĩnh	锡永
Cassiterit	锡石
Mỏ thiếc	锡矿
Lon thiếc	锡罐
Búa	锤击
Đầu búa	锤头
Búa	锤子
Hình nón	锥体
Độ côn	锥度
Cờ hiệu	锦旗
Nishikori	锦织
Hoa cẩm quỳ	锦葵
Liên kết	键合
Chìa khóa	键控
Bàn phím	键盘
Cưa xẻ	锯切
Cưa	锯子
Máy cưa	锯床
Cưa ra	锯开
Gỗ xẻ	锯木
Lưỡi cưa	锯片
Ferromangan	锰铁
Tập thể dục	锻炼
Rèn luyện	锻造
Nhôm rèn	锻铝
Magiê rèn	锻镁
Lớp phủ	镀层
Mạ vàng	镀金
Mạ crom	镀铬
Mạ bạc	镀银
Mạ kẽm	镀锌
Mạ niken	镀镍
Thị trấn	镇上
Sự đàn áp	镇压
Thị trấn	镇子
Bình tĩnh	镇定
Ngôi sao của thị trấn	镇星
Thị trưởng thị trấn	镇长
Bình tĩnh	镇静
Nhíp	镊子
Bột niken	镍粉
Sắt niken	镍铁
Súng phi tiêu	镖枪
Hình ảnh phản chiếu	镜像
Ống kính	镜头
Tấm gương	镜子
Tấm gương	镜报
Khung hình	镜框
Kiểm tra bằng kính hiển vi	镜检
Ống kính	镜片
Xiềng xích	镣铐
Chèn	镶块
Khảm	镶嵌
Tấm ốp	镶板
Dây tóc	长丝
Trong một thời gian dài	长久
Những đường chuyền dài	长传
Tóc dài	长发
Kèn trombone	长号
Vạn Lý Trường Thành	长城
Thế mạnh của	长处
Đêm dài	长夜
Lớn lên	长大
Con trai cả.	长子
Thưa ngài.	长官
Tuổi thọ cao	长寿
Đuôi dài	长尾
Những ngôi nhà dài	长屋
Đảo Long	长岛
Nagasaki	长崎
Chiều dài	长度
Hành lang dài	长廊
Hình dáng dài	长形
Bóng dài	长影
Long March	长征
Về lâu dài	长期
Những khẩu súng dài	长枪
Ghế đá	长椅
Lông dài	长毛
Sông Dương Tử	长江
Bãi Dài	长滩
Răng mọc	长牙
Ngoại hình	长相
Giáo	长矛
Dài và ngắn.	长短
Fenspat	长石
Tiếng sáo	长笛
Hạt dài	长粒
Những đường dây dài	长线
Các cụ cao niên	长老
Những người lớn tuổi	长者
Tăng cân	长胖
Cánh tay dài	长臂
Những con tàu dài ngày	长船
Áo choàng	长袍
Tất chân	长袜
Váy dài	长裙
Quần tây	长裤
Chạy đường dài	长跑
Những con đường dài	长路
Những người lớn tuổi	长辈
Về lâu dài	长远
Đường dài	长途
Hàng dài	长队
Giày cao cổ	长靴
Mặt hàng dài	长项
Long Long	长龙
Trên cánh cửa	门上
Bên trong cánh cửa	门内
Trước cửa	门前
Người gác cửa	门卫
Hội trường	门厅
Cửa ra vào	门口
Bên ngoài cửa	门外
Thủ môn	门将
Các cửa hàng	门店
Hiên nhà	门廊
Các đệ tử	门徒
Cổng thông tin điện tử	门户
Người khuân vác	门房
Cột cửa	门柱
Khung cửa	门框
Tòa nhà cửa	门楼
Ngưỡng cửa	门槛
Cửa ô	门洞
Số nhà	门牌
Người gõ cửa	门环
Bàn thắng	门球
Vé vào cửa	门票
Cửa ra vào và cửa sổ	门窗
Hạng mục	门类
Monroe.	门罗
Mensa	门萨
Phòng khám ngoại trú	门诊
Một lớp học	门课
Bên trong cánh cửa	门里
Chuông cửa	门铃
Khóa cửa	门锁
Chốt cửa	门闩
Mặt tiền	门面
Tỏa sáng	闪亮
Ánh sáng lấp lánh	闪光
Hồi tưởng	闪回
Bộ nhớ flash	闪存
Cửa hàng chớp nhoáng	闪店
Semitic	闪族
Lấp lánh lũ	闪洪
Điểm chớp cháy	闪点
Lung linh	闪烁
Sói chớp nhoáng	闪狼
Lấp lánh	闪现
Tia chớp	闪电
Tỏa sáng	闪耀
Đóng cửa	闭上
Đóng cửa phiên họp	闭会
Đóng cửa	闭合
Câm miệng lại.	闭嘴
Sự tắc nghẽn	闭塞
Đóng cửa	闭幕
Nhắm mắt lại	闭眼
Đóng cửa	闭馆
Sự ra đời của	问世
Lời chào	问候
Hỏi ra mới biết	问到
Bảng câu hỏi	问卷
Dấu hỏi	问号
Xin chào.	问好
Hỏi & Đáp	问答
Các cuộc thẩm vấn	问讯
Đặt câu hỏi	问话
Những thắc mắc	问询
Trách nhiệm giải trình	问责
Hỏi đường	问路
Hỏi ra mới biết	问道
Vấn đề đặt ra	问题
đột nhập vào	闯入
Năm nhuận	闰年
Ngày nhuận	闰日
Giải trí	闲暇
Không hoạt động	闲置
Trò chuyện nhỏ	闲聊
Những câu chuyện phiếm	闲话
Đi lang thang	闲逛
Gián tiếp	间接
Sự gián đoạn	间断
Không liên tục	间歇
Các điệp viên	间谍
Khoảng cách	间距
Những cánh cửa phòng	间门
Khoảng thời gian	间隔
Giải phóng mặt bằng	间隙
Nóng bức, ngột ngạt	闷热
Cửa khẩu	闸门
Van cổng	闸阀
Gây rối	闹事
Trò hề	闹剧
Sự đổ vỡ	闹翻
Đồng hồ báo thức	闹钟
Ám ảnh	闹鬼
Bạn gái của tôi	闺蜜
Ngửi thấy mùi	闻到
Nổi tiếng	闻名
Thân van	阀体
Nắp ca-pô	阀盖
Van	阀门
Thưa ngài.	阁下
Căn gác xép	阁楼
Diễu binh, diễu hành	阅兵
Việc chấm bài	阅卷
Đọc	阅读
Ngưỡng	阈值
Thiến	阉割
Làm rõ hơn	阐明
Giải thích	阐述
Giải thích	阐释
Ruột thừa	阑尾
Người rộng rãi	阔人
Lá rộng	阔叶
Các đội tuyển	队伍
Hàng đợi	队列
Đồng đội	队友
Các thành viên trong nhóm	队员
Đội hình	队形
Đồng phục của đội tuyển	队服
Địa điểm tổ	队部
Thuyền trưởng	队长
Chống hàng giả	防伪
Chống băng giá	防冰
Chống đóng băng	防冻
Quốc phòng	防务
Phòng vệ	防卫
Chuẩn bị sẵn sàng	防备
Phòng ngự	防守
Chống bụi	防尘
Chống đạn	防弹
Hàng phòng ngự	防御
Bảo vệ	防护
Phòng, chống	防控
Chống nắng	防晒
Để ngăn chặn	防止
Chống thấm nước	防水
Phòng, chống	防治
Phòng chống cháy nổ	防火
Phòng chống thiên tai	防灾
Phòng chống dịch	防疫
Phòng chống dịch bệnh	防病
Phòng không-Không quân	防空
Tuyến phòng thủ	防线
Chống ăn mòn	防腐
Đề phòng	防范
Chống muỗi	防蚊
Tự vệ	防身
Thủ trưởng Bộ Quốc phòng	防长
Chống mưa	防雨
Chống động đất	防震
Phòng chống gió lùa	防风
Lọng che nắng	阳伞
Ánh nắng mặt trời	阳光
Ban công	阳台
Tích cực	阳性
Cực dương	阳极
Bất lực	阳痿
Những đám mây u ám	阴云
Bóng râm	阴凉
Bìu	阴囊
Bóng tối	阴影
Âm tính	阴性
Bóng tối	阴暗
Cathode	阴极
Lông mu	阴毛
ảm đạm	阴沉
Máng xối	阴沟
Âm ỉ cháy	阴燃
Dương vật	阴茎
Rận mu	阴虱
Âm mưu	阴谋
Âm đạo	阴道
ảm đạm	阴郁
Khói mù mịt	阴霾
Trong đội hình	阵中
Bị giết trong trận chiến	阵亡
Mảng	阵列
Vị trí	阵地
Đội hình	阵型
Đội hình ra sân	阵容
Nỗi đau đẻ	阵痛
Mặt trận	阵线
Các vị trí	阵脚
Trại	阵营
Những đợt	阵阵
Những cơn mưa rào	阵雨
Gió giật	阵风
Lớp học	阶层
Bậc thang	阶梯
Giai đoạn	阶段
Lớp học	阶级
Sức đề kháng	阻力
Sự tắc nghẽn	阻塞
Giảm chấn	阻尼
Ngăn chặn	阻截
Trở kháng	阻抗
Phong tỏa	阻拦
Cản trở	阻挠
Chặn	阻挡
Phong tỏa	阻断
Để ngăn chặn	阻止
Khối	阻滞
Cản trở	阻碍
Awan.	阿万
Ash.	阿什
Allan.	阿伦
Ake	阿克
Alain.	阿兰
Alli.	阿利
Aga.	阿加
Archie	阿奇
Dì ơi!	阿姨
Al	阿尔
Ayu.	阿尤
Đảo A	阿岛
Archer.	阿彻
Allah.	阿拉
Arvin.	阿文
Ass.	阿斯
Người Albania	阿族
Oman	阿曼
Aben.	阿本
Thuốc phiện	阿片
Arlene	阿琳
Arthur.	阿瑟
Amu.	阿穆
Aye.	阿耶
Liên đoàn Ả Rập	阿联
A Mau	阿茂
Asha.	阿莎
Amon.	阿蒙
Ali	阿里
Akin.	阿金
Ama.	阿马
A Lù	阿鲁
Con quay hồi chuyển	陀螺
Kèm theo đó là	附上
Phụ lục	附件
Quy định kèm theo	附则
Việc bổ sung	附加
Lặp lại	附和
Hình ảnh kèm theo	附图
Liên kết	附属
Phụ lục	附录
Văn bản kèm theo	附文
Kèm theo đó là	附有
Ghi chú	附注
Gắn liền với	附着
Mào tinh hoàn	附睾
Lịch trình	附表
Sở hữu	附身
Gần	附近
Kèm theo đó là	附送
Trên đất liền	陆上
Quân đội	陆军
Vùng đất	陆地
Cảng cạn	陆港
Vận tải đường bộ	陆运
Rùa đất	陆龟
Trưng bày	陈列
Tuổi già	陈年
Sự già nua	陈腐
Những khuôn mẫu	陈规
Đồ dùng nội thất	陈设
Lời trình bày của	陈词
Tuyên bố của	陈述
Thói quen xấu	陋习
Lạ lẫm	陌生
Hạ xuống	降下
Đến với	降临
Việc giảm giá	降价
Việc hạ thấp	降低
Giảm điểm	降分
Giảm huyết áp	降压
Bụi rơi	降尘
Sự sụt giảm	降幅
Cắt giảm lãi suất	降息
Lượng mưa	降水
Để hạ nhiệt	降温
Sự ra đời của	降生
Xuống hạng	降级
Giáng chức	降职
Hạ cánh	降落
Sự xuống cấp	降解
Lượng mưa	降雨
Tuyết rơi	降雪
Giới hạn trong	限于
Giới hạn giá	限价
Giới hạn	限值
Hạn chế	限制
Hạn chế	限定
Giới hạn	限度
Thời hạn	限期
Hạn chế đi lại	限行
Giới hạn tốc độ	限速
Hạn chế	限量
Hạn mức	限额
Bệ hạ	陛下
Độ dốc lớn	陡坡
Rơi dốc	陡降
Bên trong sân	院内
Viện sĩ	院士
Sân	院子
Các trường cao đẳng, đại học	院校
Các cơ sở	院舍
Sân trong	院落
Trưởng khoa	院长
Bên cạnh đó,	除了
Tẩy băng	除冰
Loại bỏ	除去
Việc hủy niêm yết	除名
Đêm giao thừa	除夕
Trừ trường hợp	除外
Thuốc trừ sâu	除害
Loại bỏ bụi	除尘
Sự ra đi của	除役
Loại bỏ	除掉
Phân ban	除法
Làm cỏ	除草
Dọn sạch tuyết	除雪
Khử sương mù	除雾
Tẩy băng giá	除霜
Trừ khi	除非
Thiên thạch	陨石
Sự sụp đổ	陨落
Nguy hiểm thôi.	险别
Nguy hiểm	险境
Nham hiểm	险恶
Tình huống nguy hiểm	险情
Chiến thắng sít sao	险胜
Bảng bảo hiểm	险表
Đồng hành cùng	陪伴
Đồng hành cùng	陪同
Đồng hành cùng	陪护
Lăng mộ	陵墓
Taub.	陶伯
Đồ gốm	陶器
Taub	陶布
Gốm sứ	陶瓷
Nồi đất	陶罐
Say sưa	陶醉
Taunton	陶顿
Cái bẫy	陷井
đóng khung	陷害
Sự sụp đổ	陷落
Những cái bẫy	陷阱
Giữa mùa đông	隆冬
Lungi	隆吉
Lund	隆德
Nâng ngực	隆胸
Nâng lên	隆起
Thăng Long	隆隆
Những người đi theo	随从
Tùy viên	随员
Tùy tiện	随意
Các tiểu luận	随笔
Theo dõi	随访
Kèm theo đó là	随附
Ẩn dụ	隐喻
Ẩn sĩ	隐士
Sống ẩn dật	隐居
Vô hình	隐形
Nỗi lo tiềm ẩn	隐忧
Những nguy cơ tiềm ẩn	隐患
Lấp lánh	隐现
Che giấu	隐瞒
Quyền riêng tư	隐私
Bí mật	隐秘
được che giấu	隐蔽
Ẩn mình	隐藏
Ngôn ngữ ẩn	隐语
Tàng hình	隐身
Bức tường ngăn	隔墙
Nhà kế bên	隔壁
Các ngăn	隔室
Tách biệt	隔开
Vách ngăn	隔板
Cách nhiệt	隔热
Cách ly	隔离
Cô lập	隔绝
Vách ngăn	隔膜
Các ngăn	隔间
Rào cản	隔阂
Cách âm	隔音
Những trở ngại	障碍
Đường hầm	隧道
Những điều khó khăn	难事
Chứng loạn sản	难产
Chán nản	难住
Lúng túng	难倒
Khó khăn	难关
Khó chịu	难受
Không ngon.	难吃
Xấu hổ	难堪
Khó khăn	难度
Hiếm khi	难得
Không thể chịu nổi	难忍
Không thể nào quên	难忘
Khó hiểu	难懂
Người tị nạn	难民
Khó khăn	难点
Khó khăn	难熬
Xấu xí.	难看
Không thể chịu đựng nổi	难耐
Khó thực hiện	难行
Khó giải quyết	难解
Buồn bã	难过
Mùi hôi thối	难闻
Bài toán khó	难题
Nestlé	雀巢
Tàn nhang	雀斑
Họ chim sẻ	雀科
Những bước nhảy tưng bừng	雀跃
Chim sẻ	雀鹰
Hoành tráng	雄伟
Tham vọng	雄心
Nam giới	雄性
Sư tử đực	雄狮
Máy bay không người lái	雄蜂
Tài hùng biện	雄辩
Hừng hực khí thế	雄风
Con hươu đực	雄鹿
Jacques.	雅克
Yalan	雅兰
Athens	雅典
Abbott	雅培
Yatta.	雅塔
Yar.	雅尔
Yala.	雅拉
Kẹo cao su thanh lịch	雅胶
Yahoo	雅虎
Tập trung	集中
Các cuộc biểu tình	集会
Tập thể	集体
Bộ sưu tập	集合
Tập đoàn	集团
Hội chợ	集市
Hội nhập	集成
Tổng hợp	集料
Tập hợp	集结
Các cụm	集群
Điểm nổi bật	集锦
Thị trấn chợ	集镇
Người sử dụng lao động	雇主
Việc làm	雇佣
Người lao động	雇员
Người làm thuê	雇工
Thuê mướn	雇用
Người thuê mướn	雇者
Con cái	雌性
Estrone	雌酮
Chim mái	雌鸟
Nguyên mẫu	雏形
Hoa cúc đại đóa	雏菊
Chim non	雏鸟
Gà con	雏鸡
Đại bàng non	雏鹰
Tượng	雕像
Điêu khắc	雕刻
Tác phẩm điêu khắc	雕塑
Những đám mây mưa	雨云
Những chiếc ô	雨伞
Cần gạt nước	雨刷
Những ngày mưa	雨天
Mùa mưa bão	雨季
Poncho	雨披
Rừng nhiệt đới	雨林
Hugo.	雨果
Mái che mưa	雨棚
Những cơn mưa	雨水
Mưa dầm thấm	雨淋
Swift	雨燕
Áo mưa	雨衣
Lượng mưa	雨量
Mưa tuyết	雨雪
Người tuyết	雪人
Cher.	雪儿
Sau khi tuyết rơi	雪后
Tuyết rơi	雪地
Xe trượt tuyết	雪堆
Những ngày tuyết rơi	雪天
Núi tuyết	雪山
Lở tuyết	雪崩
Cảnh tuyết rơi	雪景
Cây tuyết tùng	雪松
Xe trượt tuyết	雪橇
Hang động tuyết	雪洞
Máy cày tuyết	雪犁
Quả cầu tuyết	雪球
